Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min),Distance
BANGRES13DEL01,21,4.7,Meal ,motorcycle ,33,10.868
BANGRES04DEL03,21,4.8,Drinks ,motorcycle ,17,13.972
PUNERES19DEL01,27,4.5,Drinks ,scooter ,19,16.851
MYSRES08DEL01,20,4.7,Snack ,motorcycle ,22,17.099
MYSRES02DEL02,26,4.6,Meal ,scooter ,15,7.773
SURRES13DEL01,25,4.9,Meal ,scooter ,12,1.52
VADRES01DEL01,22,4.8,Buffet ,motorcycle ,16,16.66
LUDHRES13DEL01,39,4.7,Buffet ,scooter ,21,5.86
BANGRES19DEL02,32,4,Meal ,motorcycle ,49,7.763
INDORES03DEL02,30,4.9,Buffet ,scooter ,30,19.659
LUDHRES03DEL01,30,4.3,Buffet ,scooter ,35,10.255
HYDRES11DEL03,38,4.8,Meal ,scooter ,17,13.83
MUMRES09DEL02,36,4.6,Snack ,scooter ,20,19.891
KNPRES05DEL02,29,4.9,Snack ,scooter ,24,11.937
CHENRES16DEL02,38,4.6,Snack ,scooter ,20,7.761
CHENRES08DEL02,30,4.5,Buffet ,motorcycle ,26,3.105
PUNERES06DEL01,39,5,Buffet ,motorcycle ,32,6.129
AGRRES16DEL01,34,4.6,Meal ,electric_scooter ,28,17.298
HYDRES06DEL01,33,4.6,Snack ,electric_scooter ,18,1.537
KOLRES04DEL02,31,4.8,Drinks ,scooter ,36,7.568
PUNERES16DEL03,37,4.7,Snack ,motorcycle ,25,4.597
CHENRES05DEL02,26,4.6,Meal ,motorcycle ,11,3.105
SURRES17DEL03,15,1,Buffet ,bicycle ,20,9.122
CHENRES09DEL02,32,4.6,Snack ,motorcycle ,42,20.178
JAPRES16DEL03,36,3.6,Drinks ,scooter ,34,13.409
SURRES05DEL02,30,4.7,Drinks ,scooter ,31,3.041
VADRES02DEL03,23,4.8,Buffet ,motorcycle ,29,14.153
COIMBRES01DEL02,31,4.7,Buffet ,motorcycle ,16,3.116
AURGRES12DEL03,34,4.9,Buffet ,motorcycle ,25,13.736
CHENRES17DEL01,20,4.6,Drinks ,scooter ,12,17.074
INDORES08DEL03,38,4.3,Buffet ,scooter ,35,13.612
COIMBRES010DEL03,27,4.9,Snack ,motorcycle ,18,9.348
KNPRES09DEL03,25,4.9,Buffet ,motorcycle ,29,8.953
MUMRES05DEL01,29,5,Meal ,motorcycle ,19,1.531
JAPRES05DEL03,34,4.5,Drinks ,motorcycle ,17,20.852
HYDRES13DEL03,28,4,Snack ,scooter ,34,13.83
CHENRES16DEL02,29,4.8,Drinks ,scooter ,21,20.178
HYDRES19DEL01,20,4.6,Meal ,motorcycle ,21,16.902
MYSRES15DEL03,25,4.8,Snack ,motorcycle ,38,13.989
MUMRES09DEL01,35,4.8,Meal ,scooter ,27,10.711
COIMBRES02DEL03,28,4.4,Drinks ,motorcycle ,39,14.022
BANGRES16DEL03,21,4.8,Snack ,scooter ,10,4.657
VADRES07DEL01,20,4.2,Meal ,motorcycle ,26,1.573
MYSRES18DEL01,37,4.5,Buffet ,motorcycle ,25,17.098
RANCHIRES17DEL01,38,4.6,Buffet ,electric_scooter ,29,6.037
JAPRES07DEL02,38,5,Drinks ,motorcycle ,42,19.374
ALHRES14DEL02,23,5,Buffet ,motorcycle ,31,11.983
PUNERES010DEL01,22,4.5,Drinks ,electric_scooter ,10,6.129
CHENRES20DEL02,26,4.7,Buffet ,motorcycle ,10,3.105
PUNERES03DEL03,23,4.7,Drinks ,motorcycle ,24,13.788
RANCHIRES08DEL03,27,4.7,Snack ,motorcycle ,24,13.583
RANCHIRES17DEL01,35,4.7,Drinks ,electric_scooter ,27,16.6
MYSRES010DEL03,25,4.9,Snack ,motorcycle ,11,13.99
MYSRES09DEL01,22,4.6,Drinks ,motorcycle ,20,10.881
PUNERES05DEL01,35,4.6,Snack ,scooter ,19,6.129
RANCHIRES19DEL01,27,4.9,Drinks ,scooter ,15,1.51
PUNERES010DEL03,38,4.9,Snack ,scooter ,22,4.597
SURRES16DEL01,22,4.7,Snack ,motorcycle ,24,6.081
AURGRES18DEL02,24,5,Drinks ,scooter ,10,7.631
RANCHIRES12DEL01,36,5,Meal ,motorcycle ,47,11.008
LUDHRES05DEL02,32,4.8,Snack ,motorcycle ,29,11.719
KOCRES010DEL03,29,4.7,Meal ,motorcycle ,28,4.682
KOLRES08DEL02,20,4.5,Snack ,motorcycle ,14,3.027
HYDRES18DEL03,37,4.8,Meal ,motorcycle ,26,13.829
PUNERES03DEL03,24,4.5,Drinks ,motorcycle ,21,9.192
BANGRES03DEL03,33,4,Buffet ,motorcycle ,34,4.658
MUMRES02DEL03,26,4.6,Drinks ,motorcycle ,19,4.588
SURRES010DEL01,30,4.8,Buffet ,motorcycle ,28,10.642
COIMBRES06DEL03,25,4.3,Snack ,motorcycle ,26,9.348
RANCHIRES05DEL01,20,4.9,Snack ,motorcycle ,20,6.038
HYDRES01DEL01,33,4.7,Drinks ,motorcycle ,27,1.537
COIMBRES19DEL03,30,4.7,Drinks ,electric_scooter ,31,9.348
JAPRES010DEL03,26,4.6,Meal ,electric_scooter ,29,4.469
BANGRES06DEL01,34,3.5,Meal ,scooter ,38,17.076
SURRES05DEL01,28,4.6,Snack ,scooter ,16,1.52
JAPRES12DEL03,35,4.7,Drinks ,scooter ,28,4.469
INDORES13DEL03,29,4.7,Meal ,motorcycle ,15,9.075
MUMRES09DEL01,29,4.8,Buffet ,motorcycle ,23,6.121
KNPRES19DEL02,28,4.9,Meal ,motorcycle ,20,19.395
PUNERES01DEL01,39,4.1,Buffet ,motorcycle ,37,10.724
RANCHIRES01DEL03,33,4.3,Drinks ,electric_scooter ,35,13.58
MUMRES20DEL01,33,4.6,Drinks ,motorcycle ,26,6.119
PUNERES06DEL01,27,4.2,Meal ,scooter ,34,10.725
AURGRES11DEL01,35,4,Snack ,motorcycle ,48,11.008
JAPRES010DEL02,24,4.6,Buffet ,motorcycle ,20,11.916
MUMRES20DEL03,37,4,Meal ,motorcycle ,25,9.178
HYDRES15DEL02,33,4.8,Snack ,motorcycle ,47,12.293
SURRES01DEL01,29,4.6,Drinks ,scooter ,23,16.721
INDORES16DEL02,35,4.6,Snack ,electric_scooter ,29,12.099
AURGRES19DEL03,34,5,Buffet ,motorcycle ,28,9.158
MUMRES17DEL02,34,3.5,Drinks ,motorcycle ,31,19.883
RANCHIRES16DEL02,20,4.3,Drinks ,scooter ,41,19.618
JAPRES14DEL01,35,4.6,Snack ,scooter ,27,1.49
PUNERES12DEL01,28,4.6,Snack ,electric_scooter ,20,16.853
MUMRES19DEL02,37,4.8,Drinks ,motorcycle ,29,19.883
VADRES05DEL01,36,4.4,Meal ,motorcycle ,41,16.66
CHENRES02DEL01,33,4.8,Meal ,motorcycle ,24,10.865
COIMBRES14DEL01,25,4.7,Snack ,motorcycle ,32,10.906
PUNERES08DEL02,20,4.6,Drinks ,scooter ,26,19.916
MYSRES12DEL01,38,4.8,Buffet ,electric_scooter ,30,6.218
VADRES19DEL03,28,4.1,Snack ,scooter ,32,13.631
INDORES04DEL01,31,4.8,Snack ,scooter ,26,6.05
VADRES18DEL02,36,4.7,Drinks ,motorcycle ,25,20.443
JAPRES16DEL03,30,4.6,Snack ,motorcycle ,26,4.47
INDORES08DEL01,26,5,Meal ,scooter ,20,10.588
VADRES08DEL02,26,4.7,Meal ,motorcycle ,21,12.58
CHENRES20DEL02,25,4.6,Buffet ,scooter ,26,3.105
JAPRES17DEL02,20,4.9,Buffet ,motorcycle ,11,19.364
BANGRES12DEL02,28,4.7,Snack ,electric_scooter ,29,3.105
BHPRES18DEL01,38,4.8,Meal ,motorcycle ,20,1.51
MUMRES14DEL03,36,4.6,Snack ,motorcycle ,27,13.764
CHENRES09DEL01,21,4.4,Snack ,motorcycle ,40,17.074
VADRES15DEL03,30,4.6,Snack ,motorcycle ,36,9.435
MYSRES14DEL03,36,4.7,Meal ,motorcycle ,23,9.435
BANGRES11DEL01,30,4.7,Snack ,scooter ,16,6.211
VADRES17DEL01,27,5,Meal ,motorcycle ,31,6.29
RANCHIRES010DEL01,33,4.7,Meal ,scooter ,29,16.601
AGRRES17DEL03,24,4.8,Buffet ,scooter ,12,4.465
MYSRES17DEL02,20,4.8,Meal ,scooter ,26,7.772
VADRES12DEL03,20,5,Snack ,motorcycle ,25,4.718
BANGRES02DEL02,25,4.6,Meal ,motorcycle ,21,7.763
HYDRES05DEL01,20,4.8,Snack ,motorcycle ,17,1.537
JAPRES04DEL01,27,5,Meal ,motorcycle ,24,16.385
VADRES15DEL02,25,4.6,Drinks ,scooter ,19,7.863
COIMBRES14DEL03,29,4.6,Meal ,scooter ,17,9.348
RANCHIRES12DEL02,39,4.3,Snack ,motorcycle ,37,12.58
INDORES11DEL02,27,4.7,Snack ,electric_scooter ,26,19.659
BANGRES03DEL02,21,4.8,Snack ,motorcycle ,20,12.42
CHENRES02DEL01,32,4.8,Snack ,motorcycle ,43,17.073
KOCRES010DEL02,27,4.4,Snack ,motorcycle ,37,20.285
MUMRES03DEL03,26,4.8,Meal ,motorcycle ,16,4.588
INDORES08DEL01,37,4.4,Drinks ,motorcycle ,31,6.05
MUMRES07DEL03,31,4.6,Snack ,scooter ,25,9.179
MUMRES12DEL03,26,4.7,Buffet ,motorcycle ,27,4.588
BHPRES13DEL01,22,4.6,Buffet ,scooter ,15,1.51
JAPRES05DEL03,22,4.9,Drinks ,motorcycle ,34,13.406
HYDRES20DEL01,31,4.9,Meal ,motorcycle ,30,16.901
JAPRES14DEL02,34,4.6,Meal ,electric_scooter ,18,7.449
RANCHIRES04DEL03,29,4.6,Drinks ,motorcycle ,20,13.583
VADRES01DEL01,37,5,Buffet ,motorcycle ,39,16.66
RANCHIRES04DEL02,28,4.6,Drinks ,motorcycle ,28,7.547
COIMBRES18DEL01,36,4.2,Meal ,motorcycle ,35,17.138
SURRES03DEL02,33,4.7,Buffet ,motorcycle ,27,7.601
COIMBRES09DEL02,27,4.7,Buffet ,motorcycle ,22,3.116
SURRES13DEL02,25,4.6,Drinks ,scooter ,24,12.162
VADRES010DEL01,28,4.8,Buffet ,scooter ,22,1.515
COIMBRES06DEL02,21,4.6,Meal ,motorcycle ,29,20.253
COIMBRES010DEL01,21,4.7,Drinks ,scooter ,16,1.558
BANGRES010DEL01,21,4.6,Meal ,scooter ,36,17.078
VADRES010DEL03,36,4.4,Snack ,motorcycle ,48,4.544
VADRES010DEL03,37,4.2,Buffet ,scooter ,31,4.544
CHENRES19DEL02,33,4.5,Snack ,motorcycle ,26,20.181
AURGRES08DEL01,20,4.7,Drinks ,motorcycle ,26,6.105
AGRRES04DEL01,25,4.8,Snack ,motorcycle ,24,10.416
MUMRES15DEL01,24,4.7,Buffet ,motorcycle ,10,6.118
RANCHIRES11DEL02,27,4.2,Snack ,motorcycle ,28,3.019
MYSRES07DEL02,27,4.8,Buffet ,motorcycle ,21,7.772
RANCHIRES12DEL03,20,5,Snack ,electric_scooter ,38,14.153
CHENRES09DEL02,31,4.4,Meal ,motorcycle ,38,12.418
JAPRES07DEL03,23,5,Meal ,motorcycle ,14,4.472
BANGRES13DEL01,20,2.7,Meal ,motorcycle ,40,10.868
VADRES19DEL02,34,4.7,Drinks ,scooter ,39,7.573
VADRES010DEL03,28,4.9,Buffet ,motorcycle ,22,13.631
RANCHIRES16DEL01,27,4.7,Meal ,scooter ,14,1.509
MYSRES15DEL01,20,4.8,Meal ,scooter ,26,6.218
INDORES05DEL03,39,4.6,Drinks ,motorcycle ,27,9.075
SURRES03DEL01,29,5,Meal ,scooter ,27,16.721
JAPRES17DEL02,23,4.8,Meal ,motorcycle ,12,2.98
PUNERES16DEL01,39,4.5,Buffet ,motorcycle ,24,1.532
MUMRES05DEL01,27,4.6,Snack ,electric_scooter ,18,1.531
SURRES17DEL01,36,4.8,Meal ,scooter ,38,16.723
JAPRES17DEL03,29,4.6,Drinks ,scooter ,29,4.47
AURGRES13DEL03,29,4.6,Buffet ,motorcycle ,28,13.736
CHENRES19DEL02,27,4.7,Drinks ,scooter ,11,3.105
JAPRES09DEL01,39,4.7,Buffet ,motorcycle ,54,16.385
MYSRES20DEL02,26,4.7,Snack ,motorcycle ,20,3.109
HYDRES13DEL01,39,4.8,Snack ,scooter ,27,16.903
AURGRES02DEL01,34,4.5,Buffet ,motorcycle ,22,11.008
RANCHIRES03DEL02,28,4.5,Buffet ,motorcycle ,11,12.58
INDORES08DEL01,24,4.6,Meal ,motorcycle ,20,6.05
LUDHRES15DEL02,29,4.9,Snack ,motorcycle ,20,7.325
CHENRES08DEL03,29,4.1,Meal ,scooter ,42,13.971
MYSRES16DEL01,30,4.9,Snack ,motorcycle ,35,6.218
COIMBRES03DEL01,31,4.5,Buffet ,scooter ,25,17.137
KOLRES16DEL02,27,4.9,Snack ,scooter ,26,12.108
MYSRES16DEL01,28,4.6,Buffet ,motorcycle ,11,6.218
KOLRES18DEL01,22,4.7,Drinks ,motorcycle ,27,6.054
MUMRES19DEL01,30,4.5,Buffet ,motorcycle ,41,10.707
KOCRES14DEL02,21,4.6,Meal ,scooter ,15,12.484
COIMBRES07DEL01,26,4.6,Snack ,scooter ,26,6.233
HYDRES08DEL03,23,5,Drinks ,motorcycle ,24,4.61
DEHRES11DEL03,32,4.9,Meal ,motorcycle ,33,4.718
CHENRES14DEL03,26,4.9,Drinks ,motorcycle ,32,9.314
MYSRES14DEL02,29,4.6,Meal ,motorcycle ,25,3.145
MYSRES12DEL02,34,4.4,Meal ,motorcycle ,25,3.109
INDORES14DEL03,29,4.6,Snack ,electric_scooter ,29,9.074
INDORES09DEL02,32,4.9,Buffet ,motorcycle ,22,19.661
SURRES07DEL03,38,4.6,Snack ,motorcycle ,36,9.121
SURRES14DEL02,23,4.4,Meal ,motorcycle ,33,12.162
VADRES12DEL01,34,5,Snack ,motorcycle ,23,11.008
KOLRES19DEL02,27,4.9,Snack ,motorcycle ,21,3.027
PUNERES18DEL02,24,4.6,Meal ,motorcycle ,24,19.913
CHENRES010DEL03,39,4.3,Buffet ,motorcycle ,40,13.97
SURRES14DEL01,34,5,Buffet ,motorcycle ,40,10.642
RANCHIRES08DEL02,37,4.7,Drinks ,motorcycle ,15,7.547
BANGRES06DEL02,35,4.6,Meal ,motorcycle ,42,20.181
BHPRES18DEL01,34,4.3,Buffet ,motorcycle ,31,6.04
MUMRES19DEL02,32,4.5,Buffet ,scooter ,20,19.883
CHENRES17DEL01,37,4.1,Drinks ,motorcycle ,28,1.552
MUMRES06DEL01,27,4.6,Meal ,scooter ,18,10.709
MUMRES18DEL02,25,4.7,Drinks ,motorcycle ,38,12.237
JAPRES03DEL02,37,4.6,Snack ,electric_scooter ,35,19.363
JAPRES010DEL03,30,4,Snack ,motorcycle ,35,8.938
COIMBRES15DEL02,27,4.5,Snack ,scooter ,10,3.116
MUMRES13DEL01,22,5,Drinks ,scooter ,33,10.706
DEHRES16DEL01,31,4.5,Buffet ,motorcycle ,27,1.469
CHENRES06DEL01,31,4.9,Buffet ,motorcycle ,30,17.074
GOARES04DEL01,25,4.7,Buffet ,motorcycle ,16,1.544
CHENRES01DEL02,38,4.8,Buffet ,electric_scooter ,15,7.762
BANGRES04DEL02,34,3.9,Drinks ,electric_scooter ,33,12.42
VADRES08DEL01,29,4.6,Drinks ,scooter ,30,17.298
JAPRES07DEL02,27,4.8,Buffet ,scooter ,17,2.981
KNPRES11DEL01,39,5,Drinks ,motorcycle ,25,5900.011
CHENRES04DEL03,30,4.2,Meal ,motorcycle ,33,13.971
PUNERES11DEL03,20,4.7,Buffet ,electric_scooter ,24,9.193
COIMBRES08DEL03,32,4.6,Snack ,motorcycle ,23,4.674
MYSRES07DEL01,37,4.6,Drinks ,motorcycle ,49,6.218
BHPRES03DEL01,29,4.6,Meal ,electric_scooter ,19,1.51
GOARES09DEL01,39,4.8,Meal ,electric_scooter ,30,10.813
HYDRES16DEL03,27,4.6,Meal ,motorcycle ,23,9.22
CHENRES14DEL01,37,5,Snack ,motorcycle ,27,6.209
JAPRES18DEL03,31,3.9,Snack ,scooter ,33,13.406
JAPRES05DEL02,35,4,Buffet ,motorcycle ,34,7.449
INDORES04DEL03,39,4.8,Drinks ,electric_scooter ,27,9.075
VADRES03DEL02,20,4.6,Snack ,motorcycle ,15,12.117
RANCHIRES12DEL01,38,4.9,Buffet ,scooter ,44,17.298
COIMBRES08DEL02,30,5,Drinks ,electric_scooter ,38,20.254
KOLRES010DEL03,24,4.8,Meal ,motorcycle ,22,13.621
INDORES08DEL02,38,5,Meal ,scooter ,16,7.563
MUMRES17DEL03,32,4.5,Meal ,motorcycle ,24,4.589
CHENRES02DEL01,27,4.7,Drinks ,motorcycle ,19,6.209
INDORES13DEL02,29,4.9,Snack ,motorcycle ,27,12.099
PUNERES010DEL02,20,4.6,Snack ,scooter ,17,19.916
VADRES15DEL03,20,4.8,Meal ,motorcycle ,16,9.435
JAPRES12DEL02,29,4.8,Drinks ,motorcycle ,24,7.449
MYSRES16DEL02,37,4.8,Snack ,electric_scooter ,19,3.109
COIMBRES20DEL02,22,4.6,Drinks ,motorcycle ,32,3.116
INDORES010DEL02,39,4.4,Buffet ,scooter ,34,7.562
CHENRES03DEL01,30,4.5,Snack ,motorcycle ,27,6.209
AGRRES07DEL01,37,4.7,Buffet ,motorcycle ,43,16.368
VADRES20DEL01,30,4.4,Drinks ,motorcycle ,28,1.515
INDORES19DEL03,26,4.1,Snack ,scooter ,32,4.538
BHPRES12DEL03,21,4.6,Snack ,electric_scooter ,27,9.435
MUMRES20DEL03,26,3.5,Snack ,scooter ,43,13.767
SURRES17DEL01,38,4.2,Meal ,motorcycle ,40,10.642
JAPRES13DEL03,34,5,Meal ,motorcycle ,28,13.409
MYSRES07DEL01,38,4.9,Drinks ,scooter ,15,10.881
BHPRES03DEL02,29,4.6,Snack ,motorcycle ,24,12.08
MYSRES19DEL02,31,4,Buffet ,motorcycle ,39,7.772
SURRES12DEL02,26,4.7,Meal ,motorcycle ,23,3.041
GOARES13DEL03,38,4.8,Drinks ,scooter ,25,13.896
MUMRES15DEL02,29,4.6,Snack ,motorcycle ,17,19.88
KOCRES14DEL03,32,4.6,Buffet ,motorcycle ,36,9.363
HYDRES09DEL02,26,4.7,Meal ,motorcycle ,21,12.294
PUNERES01DEL02,20,4.8,Meal ,electric_scooter ,19,19.914
JAPRES02DEL03,28,4.1,Meal ,electric_scooter ,37,13.406
INDORES06DEL01,33,3.6,Snack ,scooter ,37,16.637
KOCRES18DEL01,29,4.8,Snack ,motorcycle ,23,10.925
KNPRES02DEL03,37,4.9,Snack ,motorcycle ,29,8.953
HYDRES09DEL02,25,4.7,Buffet ,scooter ,10,12.294
AURGRES11DEL01,38,5,Snack ,motorcycle ,21,1.573
HYDRES01DEL01,32,4.3,Buffet ,motorcycle ,32,1.537
RANCHIRES010DEL01,29,4.7,Meal ,motorcycle ,21,6.038
AURGRES19DEL02,37,4.4,Drinks ,motorcycle ,32,12.21
HYDRES010DEL01,29,4,Meal ,scooter ,32,10.757
JAPRES02DEL03,25,4.1,Snack ,motorcycle ,19,8.938
HYDRES11DEL02,24,4.8,Buffet ,scooter ,20,12.294
PUNERES02DEL01,25,4.8,Meal ,motorcycle ,24,10.725
COIMBRES12DEL02,22,4,Drinks ,motorcycle ,26,3.116
BANGRES010DEL01,25,4.7,Drinks ,motorcycle ,22,6.211
VADRES01DEL03,26,4.9,Buffet ,scooter ,44,13.631
AGRRES14DEL02,37,3.7,Buffet ,scooter ,36,19.344
MYSRES01DEL02,33,4.4,Meal ,scooter ,33,12.436
VADRES16DEL02,21,4.9,Drinks ,motorcycle ,18,3.145
KOLRES09DEL02,39,4.9,Snack ,motorcycle ,32,7.568
VADRES19DEL02,28,5,Meal ,electric_scooter ,10,3.03
MYSRES04DEL03,28,4.6,Drinks ,motorcycle ,19,13.99
KOCRES03DEL02,36,4.5,Meal ,electric_scooter ,22,7.803
MYSRES05DEL02,31,4.9,Meal ,motorcycle ,29,7.772
BHPRES15DEL03,30,4.9,Drinks ,motorcycle ,15,9.06
GOARES14DEL02,38,4.3,Meal ,electric_scooter ,38,7.727
MUMRES03DEL02,20,4.2,Snack ,motorcycle ,33,3.059
SURRES07DEL01,31,5,Snack ,motorcycle ,22,1.52
CHENRES15DEL01,28,4.7,Drinks ,motorcycle ,29,17.075
HYDRES07DEL03,38,4.6,Snack ,motorcycle ,21,4.61
KOCRES12DEL01,34,4.1,Buffet ,electric_scooter ,48,17.166
VADRES05DEL03,38,4.9,Snack ,scooter ,26,13.631
COIMBRES16DEL03,38,4.5,Buffet ,motorcycle ,28,9.348
ALHRES13DEL03,38,4.2,Buffet ,motorcycle ,33,13.481
RANCHIRES12DEL02,31,4.9,Snack ,scooter ,25,12.58
MUMRES14DEL02,31,4.4,Drinks ,motorcycle ,29,3.059
MYSRES14DEL01,35,5,Drinks ,motorcycle ,45,11.008
INDORES07DEL02,28,4.8,Drinks ,electric_scooter ,14,7.563
CHENRES010DEL03,24,4.9,Meal ,scooter ,23,13.97
VADRES03DEL03,31,4.1,Meal ,scooter ,40,13.631
JAPRES19DEL02,35,3.8,Snack ,scooter ,36,11.917
MYSRES02DEL01,20,4.3,Drinks ,motorcycle ,52,6.218
COIMBRES03DEL01,24,4.9,Snack ,motorcycle ,25,6.232
DEHRES06DEL02,22,4.9,Drinks ,scooter ,22,11.747
PUNERES06DEL03,25,4.4,Meal ,motorcycle ,27,4.597
MUMRES03DEL03,20,4.6,Meal ,electric_scooter ,23,9.175
MYSRES12DEL03,26,4.9,Buffet ,scooter ,18,9.327
KOLRES15DEL02,21,4.7,Snack ,electric_scooter ,32,12.107
JAPRES16DEL01,21,4.7,Buffet ,scooter ,27,10.43
HYDRES18DEL01,25,4.9,Buffet ,motorcycle ,18,1.537
HYDRES14DEL01,28,5,Snack ,motorcycle ,11,6.147
JAPRES05DEL03,21,4.6,Drinks ,scooter ,25,4.469
PUNERES12DEL01,21,5,Buffet ,motorcycle ,25,6.129
MYSRES19DEL03,26,5,Drinks ,scooter ,16,4.663
BANGRES05DEL03,25,4.6,Meal ,motorcycle ,23,9.315
KNPRES04DEL03,39,3.7,Drinks ,motorcycle ,39,20.888
COIMBRES12DEL01,28,4.6,Drinks ,motorcycle ,38,10.906
CHENRES08DEL03,29,4.6,Drinks ,motorcycle ,20,4.657
RANCHIRES16DEL03,36,4.8,Drinks ,motorcycle ,27,9.055
AURGRES02DEL03,29,4.6,Meal ,scooter ,16,9.435
SURRES03DEL03,29,4.6,Buffet ,electric_scooter ,32,4.561
JAPRES13DEL01,28,4.7,Buffet ,motorcycle ,17,1.49
COIMBRES06DEL02,33,4.6,Snack ,scooter ,29,12.464
VADRES17DEL03,21,5,Meal ,motorcycle ,19,14.153
SURRES04DEL02,36,4.7,Meal ,motorcycle ,21,3.041
JAPRES03DEL03,39,4.8,Meal ,scooter ,27,13.406
PUNERES13DEL03,22,4.8,Meal ,motorcycle ,23,4.596
VADRES14DEL02,32,5,Buffet ,scooter ,28,19.688
INDORES14DEL03,21,4.8,Drinks ,scooter ,28,13.611
VADRES02DEL01,31,4.7,Snack ,motorcycle ,19,1.573
SURRES010DEL01,34,4.2,Meal ,motorcycle ,39,10.642
PUNERES14DEL03,30,4.4,Meal ,scooter ,33,4.597
AGRRES17DEL02,29,4.6,Buffet ,scooter ,12,7.441
AURGRES03DEL02,24,4.9,Drinks ,motorcycle ,19,7.632
COIMBRES16DEL03,29,4.6,Buffet ,scooter ,19,9.348
LUDHRES05DEL02,27,4.8,Snack ,motorcycle ,16,19.042
VADRES18DEL03,35,3.5,Drinks ,scooter ,33,14.153
RANCHIRES03DEL01,29,4.7,Snack ,scooter ,28,17.298
BANGRES02DEL01,38,4.8,Snack ,scooter ,24,6.21
VADRES20DEL02,21,4.6,Meal ,scooter ,17,3.03
MYSRES15DEL02,29,4.6,Meal ,motorcycle ,11,7.772
COIMBRES02DEL03,33,4.7,Buffet ,scooter ,22,9.348
MYSRES04DEL01,27,5,Snack ,scooter ,18,1.555
PUNERES010DEL03,28,4.8,Snack ,motorcycle ,15,13.789
COIMBRES20DEL03,24,4.6,Buffet ,motorcycle ,14,4.674
HYDRES09DEL01,33,4.6,Meal ,electric_scooter ,19,6.147
JAPRES01DEL02,38,4.6,Buffet ,motorcycle ,24,11.917
SURRES15DEL03,21,4.9,Drinks ,scooter ,22,9.122
BANGRES18DEL03,29,4.7,Snack ,scooter ,17,13.974
MUMRES13DEL02,27,4.4,Snack ,motorcycle ,37,12.235
ALHRES19DEL03,22,4.7,Snack ,motorcycle ,22,13.481
PUNERES16DEL01,36,4.5,Meal ,motorcycle ,24,1.532
CHENRES13DEL03,32,4.9,Snack ,scooter ,19,9.314
MYSRES04DEL01,27,5,Meal ,scooter ,33,17.098
INDORES13DEL02,25,4.9,Drinks ,motorcycle ,16,19.66
SURRES20DEL02,28,4.7,Snack ,scooter ,21,19.762
LUDHRES14DEL01,37,4,Snack ,scooter ,38,10.255
VADRES15DEL03,29,4.6,Buffet ,motorcycle ,35,14.153
HYDRES11DEL01,27,4.7,Meal ,motorcycle ,12,16.903
PUNERES02DEL03,29,5,Drinks ,scooter ,16,9.193
SURRES05DEL02,27,4.7,Buffet ,scooter ,17,7.601
RANCHIRES09DEL01,23,4.6,Meal ,motorcycle ,27,10.565
CHENRES13DEL03,34,4.8,Meal ,scooter ,29,9.314
INDORES02DEL03,36,4.6,Drinks ,motorcycle ,33,13.616
MUMRES18DEL02,23,4.9,Buffet ,scooter ,15,12.237
RANCHIRES02DEL02,30,4.4,Snack ,scooter ,39,20.443
BHPRES06DEL01,33,5,Meal ,electric_scooter ,18,6.04
BANGRES13DEL03,28,4.9,Meal ,scooter ,22,9.316
BANGRES19DEL03,32,4.8,Meal ,scooter ,17,4.658
CHENRES19DEL03,33,4.5,Buffet ,scooter ,20,4.658
CHENRES15DEL02,24,4.4,Meal ,motorcycle ,18,3.105
COIMBRES13DEL01,25,4.9,Snack ,scooter ,11,6.232
HYDRES13DEL03,32,4.7,Buffet ,motorcycle ,32,9.22
INDORES03DEL02,38,4.6,Meal ,motorcycle ,23,19.659
RANCHIRES18DEL03,21,5,Buffet ,motorcycle ,32,13.583
MUMRES07DEL01,21,4.6,Snack ,motorcycle ,39,16.826
SURRES02DEL03,33,4.9,Buffet ,scooter ,29,9.121
KOLRES010DEL02,21,4.6,Drinks ,motorcycle ,24,7.568
HYDRES20DEL02,34,4.1,Meal ,motorcycle ,48,19.973
AURGRES07DEL03,26,4.6,Meal ,scooter ,19,4.579
SURRES07DEL01,30,4.8,Drinks ,motorcycle ,37,16.721
CHENRES02DEL01,35,4.7,Drinks ,motorcycle ,27,6.209
INDORES05DEL03,38,4.7,Buffet ,scooter ,26,4.538
INDORES14DEL01,37,5,Buffet ,motorcycle ,43,10.587
INDORES14DEL02,29,4.8,Buffet ,scooter ,20,7.562
PUNERES08DEL02,33,4.3,Snack ,motorcycle ,46,12.257
PUNERES06DEL02,23,5,Snack ,scooter ,13,7.661
BANGRES06DEL01,23,4.9,Drinks ,scooter ,15,1.553
BANGRES17DEL02,28,4.5,Drinks ,motorcycle ,25,12.42
COIMBRES06DEL01,28,4.8,Buffet ,motorcycle ,22,6.232
JAPRES14DEL01,30,4.2,Meal ,motorcycle ,43,16.386
PUNERES14DEL01,30,4.5,Drinks ,motorcycle ,25,6.129
ALHRES18DEL03,21,5,Buffet ,motorcycle ,15,8.988
COIMBRES18DEL02,37,4.6,Snack ,motorcycle ,46,20.253
SURRES19DEL03,25,4.8,Drinks ,electric_scooter ,14,4.561
BANGRES13DEL02,24,4.8,Meal ,motorcycle ,23,7.763
HYDRES06DEL02,35,4.8,Snack ,scooter ,15,19.974
